car_id,make,model,year,mileage,fuel_type,transmission,engine_power,body_type,price
900504493,Toyota,Proace,2023,63496,Diesel,M,106,B,680000
900487419,Volkswagen,Transporter,2019,158544,Diesel,M,62,V,340000
900508058,Ford,Mustang,2015,39048,Benzín,M,324,CPE,650000
900499894,BMW,i3,2019,61561,Battery EV (BEV)Čistě bateriový vůz s tichým provozem a nulovými lokálními emisemi.Elektro (BEV),A,125,H,440000
900507387,Peugeot,5008,2013,174360,Diesel,M,110,MPV,180000
900476968,Mercedes-Benz,E,2018,39673,Diesel,A,143,S,710000
900375119,Kia,XCeed,2022,11813,"Plug-in Hybrid (PHEV)Nejpokročilejší forma hybridu. Schopný čistě elektrické jízdy na desítky kilometrů, má možnost dobíjení u nabíječky elektromobilů. Vysoký kombinovaný výkon, šetří brzdy rekuperací.Benzín + Plug-in Hybrid",A,104,H,617000
900500163,Mazda,CX-3,2018,41118,Benzín,M,89,SUV,340000
900496643,Honda,CR-V,2019,44003,Benzín,M,127,SUV,580000
900506517,Hyundai,ix35,2015,163345,Diesel,M,85,SUV,235000
900503106,Toyota,C-HR,2019,61857,"Full-Hybrid (FHEV)Schopný čistě elektrické jízdy. Na elektřinu parkuje a popojíždí, případně ujede jednotky kilometrů a pomáhá při akceleraci. Šetří brzdy rekuperací, nemá možnost dobíjení u nabíječky elektromobilů.Benzín + Full-Hybrid",A,90,SUV,460000
900485845,BMW,i3,2018,69694,Battery EV (BEV)Čistě bateriový vůz s tichým provozem a nulovými lokálními emisemi.Elektro (BEV),A,125,H,400000
1010010718,Ford,Tourneo Custom,2019,140189,Diesel,A,125,B,720000
900508181,Hyundai,Bayon,2022,30429,Benzín,M,74,SUV,340000
900492821,Hyundai,Kona,2019,110481,Battery EV (BEV)Čistě bateriový vůz s tichým provozem a nulovými lokálními emisemi.Elektro (BEV),A,150,SUV,460000
900502706,Mitsubishi,ASX,2015,86063,Diesel,A,110,SUV,270000
700167893,Seat,Tarraco,2023,28361,"Plug-in Hybrid (PHEV)Nejpokročilejší forma hybridu. Schopný čistě elektrické jízdy na desítky kilometrů, má možnost dobíjení u nabíječky elektromobilů. Vysoký kombinovaný výkon, šetří brzdy rekuperací.Benzín + Plug-in Hybrid",A,180,SUV,851000
900504490,Toyota,Proace,2023,52416,Diesel,M,106,B,680000
900500412,Audi,A5,2012,293469,Diesel,A,150,CPE,230000
900491441,Hyundai,i40,2017,179580,Diesel,A,104,C,240000
900478004,Ford,Tourneo Custom,2019,125734,Diesel,M,125,B,625000
900492764,Peugeot,5008,2018,49801,Benzín,A,121,SUV,520000
900482753,BMW,X1,2021,102128,Diesel,M,110,SUV,460000
900498071,Mazda,CX-5,2019,122955,Benzín,A,143,SUV,530000
900502563,Tesla,Model 3,2021,59213,Battery EV (BEV)Čistě bateriový vůz s tichým provozem a nulovými lokálními emisemi.Elektro (BEV),A,366,S,760000
900500935,BMW,5,2023,87585,Mild-Hybrid (MHEV)Nejjednodušší forma hybridu. Pomáhá při rozjezdech nebo v nejnižších otáčkách.Diesel + Mild-Hybrid,A,210,S,1130000
900501589,Hyundai,i40,2019,92012,Diesel,M,100,C,310000
900502447,Cupra,Formentor,2023,36585,Benzín,M,110,SUV,620000
900500983,Peugeot,Expert,2018,194314,Diesel,A,130,B,480000
900502628,Hyundai,Kona,2018,84646,Benzín,M,88,SUV,340000
900496453,Volkswagen,Sharan,2014,338616,Diesel,M,103,MPV,220000
900500041,Opel,Vivaro,2017,113977,Diesel,M,92,B,470000
900401295,Cupra,Formentor,2023,30134,Benzín,A,140,SUV,800000
900506202,Peugeot,5008,2020,135923,Diesel,M,96,SUV,410000
900501696,Toyota,C-HR,2019,69133,"Full-Hybrid (FHEV)Schopný čistě elektrické jízdy. Na elektřinu parkuje a popojíždí, případně ujede jednotky kilometrů a pomáhá při akceleraci. Šetří brzdy rekuperací, nemá možnost dobíjení u nabíječky elektromobilů.Benzín + Full-Hybrid",A,90,SUV,440000
900508156,Volkswagen,Passat CC,2010,296825,Diesel,A,125,S,150000
900505706,Peugeot,5008,2020,141158,Diesel,M,96,SUV,430000
900499047,Škoda,Kamiq,2020,58321,Benzín,A,110,SUV,520000
900503829,Mazda,3,2015,95844,Benzín,A,88,H,320000
900497265,Mazda,CX-3,2018,96949,Benzín,M,110,SUV,370000
900505714,Mazda,3,2014,170243,Benzín,M,88,H,230000
900504454,Mercedes-Benz,E,2016,61012,Diesel,A,190,S,695000
900494994,Peugeot,508,2019,82557,Diesel,A,120,S,460000
900498423,Ford,S-Max,2020,70008,Diesel,M,110,MPV,550000
900504491,Mazda,CX-3,2022,41336,Benzín,M,89,SUV,430000
900507174,Peugeot,5008,2021,76630,Diesel,A,96,SUV,640000
900471648,Audi,A5,2016,84833,Benzín,A,125,S,390000
900498488,Mazda,CX-5,2018,53999,Benzín,A,143,SUV,650000
900498995,Peugeot,5008,2013,234254,Diesel,A,120,MPV,110000
900500898,Peugeot,5008,2021,79907,Diesel,A,96,SUV,650000
900496693,Hyundai,i40,2016,146754,Diesel,A,104,C,270000
900498101,Mercedes-Benz,GLE,2017,134774,Benzín,A,335,SUV,830000
900504492,Toyota,Proace,2023,57132,Diesel,M,106,B,680000
900504242,Hyundai,ix35,2013,158710,Diesel,M,85,SUV,200000
900473309,Audi,Q7,2024,12352,Mild-Hybrid (MHEV)Nejjednodušší forma hybridu. Pomáhá při rozjezdech nebo v nejnižších otáčkách.Diesel + Mild-Hybrid,A,210,SUV,1850000
900497332,Citroen,SpaceTourer,2018,176359,Diesel,A,130,B,480000
900505499,MG,ZS SUV,2022,25654,Benzín,A,82,SUV,440000
900506902,Peugeot,2008,2020,48026,Benzín,M,96,SUV,410000
900487218,BMW,4 Gran Coupe,2016,157128,Benzín,A,185,S,400000
900498328,Peugeot,5008,2020,62243,Diesel,A,96,SUV,550000
900503517,Volkswagen,Arteon,2018,144839,Benzín,M,110,S,460000
900495446,Škoda,Kamiq,2019,92180,Benzín,A,110,SUV,490000
1010011414,Hyundai,Kona,2017,53030,Benzín,M,88,SUV,360000
900501530,Citroen,C4,2017,60918,Benzín,M,81,H,180000
900499836,Mazda,CX-3,2021,73709,Benzín,M,89,SUV,390000
900497761,Mercedes-Benz,E,2017,57893,Diesel,A,143,C,660000
900505197,Hyundai,Kona,2018,61129,Benzín,M,88,SUV,360000
1010011415,Volkswagen,ID.4,2020,42744,Battery EV (BEV)Čistě bateriový vůz s tichým provozem a nulovými lokálními emisemi.Elektro (BEV),A,150,SUV,750000
900495919,Volvo,XC40,2020,75811,Benzín,A,120,SUV,620000
900503839,Volkswagen,Passat CC,2011,246241,Benzín,M,155,S,180000
900499933,Hyundai,i40,2016,210223,Diesel,M,100,C,200000
500036849,Peugeot,3008,2021,127780,Benzín,M,96,SUV,420000
900501843,Citroen,C5 Aircross,2020,30616,Diesel,M,96,SUV,460000
900503215,Toyota,C-HR,2021,121991,"Full-Hybrid (FHEV)Schopný čistě elektrické jízdy. Na elektřinu parkuje a popojíždí, případně ujede jednotky kilometrů a pomáhá při akceleraci. Šetří brzdy rekuperací, nemá možnost dobíjení u nabíječky elektromobilů.Benzín (FHEV)",A,90,SUV,440000
900502628,Hyundai,Kona,2018,84646,Benzín,M,88,SUV,340000
900505197,Hyundai,Kona,2018,61129,Benzín,M,88,SUV,360000
900503839,Volkswagen,Passat CC,2011,246241,Benzín,M,155,S,180000
900499849,Mercedes-Benz,CLA,2023,18920,Diesel,A,85,C,780000
900498970,Mazda,CX-3,2017,67409,Benzín,M,88,SUV,350000
900471497,Opel,Insignia,2018,139146,Diesel,A,125,H,280000
900499933,Hyundai,i40,2016,210223,Diesel,M,100,C,200000
500036849,Peugeot,3008,2021,127780,Benzín,M,96,SUV,420000
900495919,Volvo,XC40,2020,75811,Benzín,A,120,SUV,620000
900497532,Opel,Insignia,2018,100509,Diesel,M,125,C,320000
900497761,Mercedes-Benz,E,2017,57893,Diesel,A,143,C,660000
900487498,Audi,A5,2016,55074,Benzín,M,106,S,350000
900501324,Ford,S-Max,2022,59157,Diesel,M,110,MPV,570000
900491280,Opel,Zafira Tourer,2016,138705,LPG,M,103,MPV,210000
900478151,Peugeot,508,2019,110669,Benzín,A,133,S,440000
900429160,MINI,Countryman,2024,26194,Benzín,A,225,SUV,980000
900497464,Volkswagen,Sharan,2010,224768,Diesel,M,103,MPV,180000
900501843,Citroen,C5 Aircross,2020,30616,Diesel,M,96,SUV,460000
900506116,Peugeot,3008,2020,34530,Benzín,M,96,SUV,450000
900498744,Peugeot,508,2019,84480,Diesel,A,130,S,490000
900488943,Hyundai,Kona,2019,93169,Battery EV (BEV)Čistě bateriový vůz s tichým provozem a nulovými lokálními emisemi.Elektro (BEV),A,150,SUV,470000
900498540,Toyota,C-HR,2018,44055,"Full-Hybrid (FHEV)Schopný čistě elektrické jízdy. Na elektřinu parkuje a popojíždí, případně ujede jednotky kilometrů a pomáhá při akceleraci. Šetří brzdy rekuperací, nemá možnost dobíjení u nabíječky elektromobilů.Benzín + Full-Hybrid",A,90,SUV,450000
900505528,Peugeot,5008,2013,269188,Diesel,A,84,MPV,120000
900497332,Citroen,SpaceTourer,2018,176359,Diesel,A,130,B,480000
900504680,Volkswagen,Passat CC,2011,193010,Benzín,M,147,S,170000
1010010584,Hyundai,Santa Fe,2013,136493,Diesel,M,145,SUV,350000
900497368,Ford,Tourneo Custom,2019,102348,Diesel,A,136,B,780000
900507438,Ford,Galaxy,2019,126604,Diesel,A,140,MPV,540000
900501032,Hyundai,Kona,2018,55659,Benzín,M,88,SUV,330000
900500423,BMW,3,2016,108682,Benzín,A,135,C,360000
900503950,Volkswagen,Passat CC,2010,180708,Diesel,A,125,S,200000
900496394,Opel,Zafira,2016,129563,Diesel,M,125,MPV,300000
900498328,Peugeot,5008,2020,62243,Diesel,A,96,SUV,550000
900503474,Ford,Transit Custom,2016,126980,Diesel,M,96,V,300000
1010011031,Audi,A5,2015,118556,Benzín,A,106,S,390000
900493166,Peugeot,5008,2019,75164,Benzín,M,96,SUV,420000
900500481,Škoda,Rapid Spaceback,2014,75235,Benzín,M,63,H,190000
900475684,Škoda,Octavia,2013,116883,Benzín,M,63,H,170000
900480094,Volkswagen,Golf,2015,132825,Diesel,M,81,C,215000
900502125,Ford,Focus,2016,133866,Diesel,M,88,C,200000
900497206,Peugeot,3008,2016,134563,Diesel,M,110,SUV,400000
900499340,Toyota,Proace Verso,2019,132874,Diesel,M,110,B,640000
900494286,Hyundai,i40,2019,154770,Diesel,A,104,C,300000
500036565,Mercedes-Benz,GLB,2020,123246,Diesel,A,110,SUV,700000
900485928,Ford,Tourneo Custom,2017,93902,Diesel,M,125,B,590000
900476284,Audi,Q7,2023,15157,Diesel,A,210,SUV,2000000
900407855,Mercedes-Benz,CLA,2023,13690,Mild-Hybrid (MHEV)Nejjednodušší forma hybridu. Pomáhá při rozjezdech nebo v nejnižších otáčkách.Benzín + Mild-Hybrid,A,120,C,850000
900497265,Mazda,CX-3,2018,96949,Benzín,M,110,SUV,360000
900490808,Audi,A5,2016,96034,Diesel,A,140,S,460000
900488506,Mazda,CX-5,2020,78950,Diesel,M,135,SUV,530000
500035979,Peugeot,5008,2020,145465,Diesel,M,96,MPV,400000
900502266,Mazda,3,2014,69274,Benzín,A,88,H,310000
900501652,Hyundai,Kona,2019,76620,Benzín,M,88,SUV,300000
900444060,Mercedes-Benz,CLA,2024,9278,Benzín,A,100,C,980000
900493623,Volkswagen,Touareg,2020,179090,Diesel,A,170,SUV,715000
300151853,Mercedes-Benz,C,2019,54976,Diesel,A,143,CPE,796000
500036756,Citroen,SpaceTourer,2019,147181,Diesel,A,130,B,600000
900501370,Mercedes-Benz,S,2022,89936,Diesel,A,210,S,2300000
1010011383,Mazda,CX-3,2019,83306,Benzín,M,88,SUV,350000
900492413,MINI,Countryman,2021,73555,Benzín,M,100,SUV,460000
900507137,Mercedes-Benz,CLA,2022,52289,Diesel,A,110,C,740000
900503191,Audi,A7,2022,59962,Diesel,A,210,S,1250000
900496789,Volkswagen,ID.4,2020,44800,Battery EV (BEV)Čistě bateriový vůz s tichým provozem a nulovými lokálními emisemi.Elektro (BEV),A,150,SUV,750000
900500938,BMW,3,2021,134315,Diesel,A,140,C,670000
900501372,Toyota,C-HR,2017,45610,Benzín,M,85,SUV,370000
900498054,Ford,S-Max,2019,112468,Diesel,A,110,MPV,520000
900502264,Peugeot,2008,2020,71632,Benzín,M,74,SUV,360000
900507165,Citroen,C4 Grand Picasso,2017,99194,Diesel,A,88,MPV,340000
900505155,Peugeot,5008,2013,236557,Diesel,M,84,MPV,140000
900502798,Volkswagen,Amarok,2019,133610,Diesel,A,190,OFF,730000
900485858,Honda,CR-V,2017,49700,Diesel,M,118,SUV,420000
900501110,BMW,i3,2021,22797,Battery EV (BEV)Čistě bateriový vůz s tichým provozem a nulovými lokálními emisemi.Elektro (BEV),A,125,H,570000
900489093,Citroen,SpaceTourer,2019,201069,Diesel,M,110,B,420000
900505293,Citroen,Jumpy,2018,299130,Diesel,M,85,B,230000
900475777,BMW,3,2016,189142,Diesel,A,140,C,320000
900498739,Volkswagen,Amarok,2020,84980,Diesel,A,190,OFF,850000
900502179,Volkswagen,ID.3,2020,53451,Battery EV (BEV)Čistě bateriový vůz s tichým provozem a nulovými lokálními emisemi.Elektro (BEV),A,150,H,550000
900506385,Volkswagen,Touareg,2007,189310,Diesel,A,165,SUV,230000
900508230,Citroen,C3 Aircross,2017,74405,Benzín,M,81,SUV,270000
500036879,BMW,2 Gran Coupe,2022,34960,Diesel,A,140,CPE,777000
900506785,BMW,X6,2013,154347,Diesel,A,225,SUV,440000
900491520,Audi,A7,2017,142700,Diesel,A,160,S,470000
900489763,Audi,Q5,2019,123412,Diesel,A,140,SUV,700000
900473632,Tesla,Model 3,2019,99883,Battery EV (BEV)Čistě bateriový vůz s tichým provozem a nulovými lokálními emisemi.Elektro (BEV),A,377,S,743000
900487196,BMW,X3,2012,262899,Diesel,A,230,SUV,300000
900505405,Hyundai,Kona,2020,44838,"Full-Hybrid (FHEV)Schopný čistě elektrické jízdy. Na elektřinu parkuje a popojíždí, případně ujede jednotky kilometrů a pomáhá při akceleraci. Šetří brzdy rekuperací, nemá možnost dobíjení u nabíječky elektromobilů.Benzín + Full-Hybrid",A,104,SUV,470000
900503435,Peugeot,5008,2016,162376,Diesel,M,88,MPV,240000
900493656,Ford,Tourneo Custom,2021,89736,Diesel,A,136,B,850000
900439130,Kia,Sorento,2018,146556,Diesel,A,147,SUV,470000
900501738,Citroen,C4 Picasso,2018,69674,Diesel,M,88,MPV,290000
900500368,Volkswagen,CC,2014,312178,Diesel,M,103,S,210000
900493451,Citroen,C3 Aircross,2022,21604,Benzín,A,96,SUV,440000
900502492,Volkswagen,Touareg,2019,151718,Diesel,A,170,SUV,760000
900508153,Citroen,C4 Grand Picasso,2011,276052,Diesel,A,82,MPV,110000
900508170,Škoda,Scala,2019,90462,Diesel,A,85,H,380000
900485529,Ford,Tourneo Custom,2021,97460,Mild-Hybrid (MHEV)Nejjednodušší forma hybridu. Pomáhá při rozjezdech nebo v nejnižších otáčkách.Diesel + Mild-Hybrid,M,136,B,760000
900504372,Citroen,C3 Aircross,2023,8873,Benzín,M,81,SUV,400000
900488102,Peugeot,5008,2013,155187,Diesel,M,84,MPV,130000
900502454,Opel,Insignia,2021,165808,Benzín,A,169,H,470000
900504022,Cupra,Formentor,2022,27838,Benzín,A,110,SUV,650000
900475486,Škoda,Scala,2019,69746,Diesel,A,85,H,360000
900502674,Mercedes-Benz,E,2018,170085,Benzín,A,155,C,530000
900497192,Volkswagen,Arteon,2020,96253,Benzín,A,140,S,630000
900495213,Peugeot,5008,2021,97774,Diesel,A,96,MPV,570000
900494414,Mercedes-Benz,GLC,2018,165227,Diesel,A,190,SUV,630000
900496969,Ford,S-Max,2020,196438,Diesel,A,110,MPV,390000
900507899,BMW,4,2018,76837,Benzín,A,240,CAB,850000
900493906,Audi,A5,2016,129312,Diesel,A,140,S,470000
900500984,Volkswagen,Amarok,2013,142614,Diesel,A,132,OFF,430000
900507351,Hyundai,Santa Fe,2014,117052,Diesel,A,145,SUV,380000
900495624,Hyundai,Kona,2019,104912,Benzín,M,88,SUV,290000
900501325,Renault,Trafic,2022,63065,Diesel,A,125,V,730000
900507811,Mazda,CX-3,2017,172522,Benzín,M,88,SUV,300000
900503234,Škoda,Kamiq,2019,53413,Benzín,A,110,SUV,480000
900506743,BMW,3GT,2018,107318,Diesel,A,140,S,480000
900504304,Volkswagen,CC,2013,276460,Diesel,A,130,S,220000
900500228,Opel,Insignia,2017,125806,Diesel,M,125,C,320000
900503896,Toyota,C-HR,2022,39004,"Full-Hybrid (FHEV)Schopný čistě elektrické jízdy. Na elektřinu parkuje a popojíždí, případně ujede jednotky kilometrů a pomáhá při akceleraci. Šetří brzdy rekuperací, nemá možnost dobíjení u nabíječky elektromobilů.Benzín + Full-Hybrid",A,135,SUV,645000
900502667,Seat,Tarraco,2019,95842,Benzín,M,110,SUV,540000
900505318,Opel,Insignia,2017,130770,Diesel,A,125,C,340000
900494554,Citroen,SpaceTourer,2020,89905,Diesel,A,130,B,665000
900506215,Toyota,C-HR,2018,42107,Benzín,M,85,SUV,380000
900492825,Mazda,3,2019,102553,Mild-Hybrid (MHEV)Nejjednodušší forma hybridu. Pomáhá při rozjezdech nebo v nejnižších otáčkách.Benzín (MHEV),A,90,H,390000
900501886,Volkswagen,ID.3,2020,63538,Battery EV (BEV)Čistě bateriový vůz s tichým provozem a nulovými lokálními emisemi.Elektro (BEV),A,150,H,530000
900489261,BMW,5GT,2012,248623,Diesel,A,180,S,250000
900497205,Hyundai,Kona,2020,46454,Benzín,M,88,SUV,325000
900503227,Citroen,C4,2021,95765,Benzín,A,96,H,380000
900498013,Peugeot,5008,2018,108419,Benzín,M,96,SUV,410000
900503336,Peugeot,5008,2016,135035,Diesel,M,88,MPV,250000
900503451,Opel,Vivaro,2019,110055,Diesel,M,89,B,480000
900490709,Citroen,C4 Grand SpaceTourer,2019,139531,Diesel,A,96,MPV,280000
900486457,Ford,S-Max,2021,31196,Diesel,M,110,MPV,580000
900500820,Audi,Q5,2011,189151,Diesel,A,125,SUV,300000
300153185,Tesla,Model 3,2019,98825,Battery EV (BEV)Čistě bateriový vůz s tichým provozem a nulovými lokálními emisemi.Elektro (BEV),A,324,S,585000
900501571,BMW,3,2020,104951,Diesel,A,140,C,580000
900507444,Volvo,V40,2014,201284,Diesel,M,84,H,170000
900503491,Peugeot,2008,2020,154040,Benzín,M,96,SUV,326000
900493328,Toyota,C-HR,2020,37143,"Full-Hybrid (FHEV)Schopný čistě elektrické jízdy. Na elektřinu parkuje a popojíždí, případně ujede jednotky kilometrů a pomáhá při akceleraci. Šetří brzdy rekuperací, nemá možnost dobíjení u nabíječky elektromobilů.Benzín + Full-Hybrid",A,90,SUV,490000
900503354,Opel,Insignia,2020,156640,Diesel,A,128,C,360000
900502387,Peugeot,3008,2019,58025,Benzín,A,96,SUV,430000
900495835,Peugeot,3008,2017,89061,Benzín,A,96,SUV,370000
900499901,Ford,S-Max,2022,31932,Diesel,M,110,MPV,600000
900506491,Volvo,XC40,2021,84960,Mild-Hybrid (MHEV)Nejjednodušší forma hybridu. Pomáhá při rozjezdech nebo v nejnižších otáčkách.Benzín + Mild-Hybrid,A,145,SUV,680000
900504320,Citroen,Jumper,2018,179438,Diesel,M,96,V,250000
900506525,Volkswagen,Touareg,2012,212319,Diesel,A,150,SUV,330000
900507127,Citroen,C4 Picasso,2011,91989,Diesel,M,82,MPV,150000
900493058,Peugeot,3008,2019,83395,Benzín,A,133,SUV,410000
900507154,Citroen,Jumper,2016,279976,Diesel,M,120,V,190000
900500500,BMW,X3,2006,203458,Diesel,A,160,SUV,130000
900491110,Citroen,C4 Picasso,2013,192990,Benzín,M,88,MPV,130000
900480260,Opel,Zafira,2017,170010,Diesel,M,88,MPV,190000
900483115,Ford,Kuga,2019,60561,Diesel,M,110,SUV,430000
900503826,Peugeot,3008,2017,95925,Diesel,M,110,SUV,380000
900496006,Ford,Tourneo Custom,2013,136142,Diesel,M,114,B,420000
900489835,Škoda,Kamiq,2021,56554,Benzín,M,70,SUV,365000
900498526,Hyundai,i40,2016,151389,Diesel,M,104,C,230000
900496925,Volkswagen,ID.3,2020,93019,Battery EV (BEV)Čistě bateriový vůz s tichým provozem a nulovými lokálními emisemi.Elektro (BEV),A,150,H,500000
900498299,Ford,S-Max,2020,217765,Diesel,M,110,MPV,350000
900506301,Volkswagen,Caddy,2021,79685,Diesel,M,90,P,440000
900469799,Tesla,Model 3,2020,97474,Battery EV (BEV)Čistě bateriový vůz s tichým provozem a nulovými lokálními emisemi.Elektro (BEV),A,239,S,576000
900505445,Škoda,Kamiq,2020,45725,Benzín,M,85,SUV,420000
900501530,Citroen,C4,2017,60918,Benzín,M,81,H,180000
900503224,Citroen,C4 Grand SpaceTourer,2020,146032,Diesel,A,96,MPV,300000
900502954,BMW,5,2011,347710,Diesel,M,190,C,180000
900502645,Mercedes-Benz,CLA,2020,54680,Benzín,A,140,S,750000
900504263,Peugeot,5008,2011,238207,Diesel,A,82,MPV,110000
900497381,Peugeot,3008,2017,99433,Benzín,M,96,SUV,330000
900476292,Audi,Q7,2023,23698,Diesel,A,210,SUV,1830000
900504298,Ford,Transit Custom,2016,275435,Diesel,M,96,V,200000
900508157,Mazda,3,2011,194645,Diesel,M,110,S,110000
900500910,Volkswagen,CC,2015,227328,Diesel,A,130,S,260000
900499506,Volkswagen,ID.3,2020,94959,Battery EV (BEV)Čistě bateriový vůz s tichým provozem a nulovými lokálními emisemi.Elektro (BEV),A,150,H,470000
300153438,Jeep,Renegade,2022,34277,"Plug-in Hybrid (PHEV)Nejpokročilejší forma hybridu. Schopný čistě elektrické jízdy na desítky kilometrů, má možnost dobíjení u nabíječky elektromobilů. Vysoký kombinovaný výkon, šetří brzdy rekuperací.Benzín + Plug-in Hybrid",A,177,SUV,645000
900499692,Volkswagen,ID.3,2020,88120,Battery EV (BEV)Čistě bateriový vůz s tichým provozem a nulovými lokálními emisemi.Elektro (BEV),A,150,H,470000
900500625,Ford,Kuga,2022,59422,Diesel,A,140,SUV,720000
900500987,Mercedes-Benz,CLA,2016,233460,Diesel,M,80,C,260000
900500048,Volkswagen,Arteon,2019,79385,Benzín,A,140,S,560000
900493983,Tesla,Model 3,2021,36152,Battery EV (BEV)Čistě bateriový vůz s tichým provozem a nulovými lokálními emisemi.Elektro (BEV),A,239,S,700000
900503577,Hyundai,ix35,2012,125124,Diesel,M,85,SUV,210000
900335532,Audi,Q7,2023,30073,Diesel,A,210,SUV,1950000
900505060,Hyundai,i40,2012,125917,Diesel,M,100,C,185000
900503519,Toyota,Proace Verso,2021,104411,Diesel,M,106,B,660000
900500751,Volkswagen,Transporter,2016,219218,Diesel,M,75,V,280000
900504946,Peugeot,508,2019,122079,Diesel,A,96,S,360000
300141797,Opel,Grandland,2020,42371,"Plug-in Hybrid (PHEV)Nejpokročilejší forma hybridu. Schopný čistě elektrické jízdy na desítky kilometrů, má možnost dobíjení u nabíječky elektromobilů. Vysoký kombinovaný výkon, šetří brzdy rekuperací.Benzín + Plug-in Hybrid",A,221,SUV,585000
900504683,Peugeot,3008,2017,131711,Benzín,M,96,SUV,330000
900501346,Infiniti,Q50,2014,189237,"Full-Hybrid (FHEV)Schopný čistě elektrické jízdy. Na elektřinu parkuje a popojíždí, případně ujede jednotky kilometrů a pomáhá při akceleraci. Šetří brzdy rekuperací, nemá možnost dobíjení u nabíječky elektromobilů.Benzín + Full-Hybrid",A,268,S,345000
900490870,Citroen,C4 Cactus,2019,27982,Benzín,M,81,H,270000
900498296,Ford,S-Max,2020,208311,Diesel,M,110,MPV,330000
900502497,Toyota,C-HR,2022,32730,"Full-Hybrid (FHEV)Schopný čistě elektrické jízdy. Na elektřinu parkuje a popojíždí, případně ujede jednotky kilometrů a pomáhá při akceleraci. Šetří brzdy rekuperací, nemá možnost dobíjení u nabíječky elektromobilů.Benzín + Full-Hybrid",A,90,SUV,560000
900489814,BMW,X1,2018,38873,Diesel,A,110,SUV,490000
900507451,Mazda,CX-5,2014,172340,Diesel,A,129,SUV,270000
900507257,Suzuki,Ignis,2021,59445,Mild-Hybrid (MHEV)Nejjednodušší forma hybridu. Pomáhá při rozjezdech nebo v nejnižších otáčkách.Benzín + Mild-Hybrid,M,61,H,290000
300148106,Kia,Niro,2022,21389,"Plug-in Hybrid (PHEV)Nejpokročilejší forma hybridu. Schopný čistě elektrické jízdy na desítky kilometrů, má možnost dobíjení u nabíječky elektromobilů. Vysoký kombinovaný výkon, šetří brzdy rekuperací.Benzín + Plug-in Hybrid",A,104,SUV,663000
900507063,Peugeot,5008,2013,167203,Diesel,A,84,MPV,160000
900497745,Hyundai,Kona,2019,83379,Battery EV (BEV)Čistě bateriový vůz s tichým provozem a nulovými lokálními emisemi.Elektro (BEV),A,150,SUV,430000
900501223,Kia,Optima,2018,207586,Diesel,M,104,C,200000
500036629,Ford,Edge,2019,128380,Diesel,A,175,SUV,580000
900497394,Chevrolet,Orlando,2011,249270,Benzín,M,104,MPV,85000
900506666,BMW,X1,2011,164488,Benzín,M,110,SUV,200000
900484753,Opel,Insignia,2017,138106,Benzín,A,191,H,370000
900491634,Mazda,CX-5,2019,247060,Benzín,A,143,SUV,360000
900502370,Opel,Astra,2018,77445,Diesel,M,100,C,300000
900504934,Opel,Zafira,2017,90522,Benzín,M,103,MPV,310000
900507573,Citroen,C4 Grand SpaceTourer,2019,89262,Benzín,M,96,MPV,340000
900481600,Mazda,3,2018,82798,Benzín,M,88,H,280000
900505343,Mercedes-Benz,E,2009,169807,Diesel,A,170,CPE,290000
900501023,Škoda,Kamiq,2020,48231,Benzín,M,85,SUV,450000
900506788,Volkswagen,ID.3,2020,79146,Battery EV (BEV)Čistě bateriový vůz s tichým provozem a nulovými lokálními emisemi.Elektro (BEV),A,150,H,540000
900501258,Hyundai,ix35,2011,203721,Diesel,M,85,SUV,160000
900488917,BMW,3,2021,87555,Diesel,A,140,C,715000
900502673,Peugeot,2008,2016,119433,Benzín,M,60,SUV,190000
900496927,Seat,Leon,2019,175857,Diesel,A,85,C,265000
900485418,Ford,Transit Custom,2021,125226,Diesel,M,96,V,410000
900504976,Ford,Edge,2018,107620,Diesel,A,155,SUV,530000
900474799,Volkswagen,Touareg,2014,348382,Diesel,A,180,SUV,330000
900499443,Opel,Zafira Tourer,2017,275918,Diesel,M,125,MPV,170000
900505081,Peugeot,3008,2022,62235,Benzín,A,96,SUV,540000
900500672,Mercedes-Benz,GLC,2016,240546,Diesel,A,150,SUV,450000
900507379,Volkswagen,CC,2015,160475,Diesel,M,103,S,250000
900503457,Peugeot,Rifter,2019,114965,Diesel,M,96,P,420000
900503514,Peugeot,2008,2020,35678,Benzín,A,96,SUV,480000
900493257,Hyundai,H-1,2016,164693,Diesel,M,100,V,230000
900507095,Peugeot,508,2015,209610,Diesel,A,150,C,210000
900507801,Renault,Koleos,2019,65809,Diesel,A,130,SUV,520000
900487406,Hyundai,ix35,2011,162575,Diesel,M,85,SUV,150000
900491811,Renault,Trafic,2021,175079,Diesel,M,88,V,470000
900506161,Audi,Q5,2009,234881,Diesel,M,125,SUV,200000
900490393,Opel,Insignia,2013,158182,Diesel,M,103,S,160000
300150921,Hyundai,Ioniq,2017,85040,Battery EV (BEV)Čistě bateriový vůz s tichým provozem a nulovými lokálními emisemi.Elektro (BEV),A,88,H,324000
900496931,BMW,X1,2021,111620,Benzín,A,131,SUV,580000
900506271,Hyundai,Kona,2022,25424,Benzín,M,88,SUV,410000
